1167,1697,2946.332139,455.1395584,1139.345474,1870.948192,332.7599657,912.3576687,1344.801059,0.1251,0.1251,0.1251
1061,1755,3541.206953,420.4812174,1171.251642,2179.83355,314.8120624,929.6128172,1494.220164,0.037,0.037,0.037
1103,1559,2946.332139,434.2137676,1063.430797,1870.948192,321.9234958,871.3023153,1344.801059,0.0554,0.0554,0.0554
1275,1299.341706,3350.704781,490.4518304,920.5911192,2080.916382,351.0465086,794.053308,1446.370325,0.0385,0.0385,0.0385
651,1223,3042.818866,286.4253701,878.5950616,1921.048375,245.3909272,771.341455,1369.036344,0.0436,0.0436,0.0436
1047,1534,2946.332139,415.9037007,1049.678138,1870.948192,312.4415846,863.8647513,1344.801059,0.0426,0.0426,0.0426
660.6404874,1496.342367,2946.332139,289.5774767,1028.962435,1870.948192,247.023253,852.661509,1344.801059,0.0494,0.0494,0.0494
524.6262699,976.8923051,2677.952685,245.1055226,743.2096547,1731.593689,223.9933472,698.1237856,1277.390208,0.0651,0.0651,0.0651
885.7231926,1551.206487,3364.854127,363.1717517,1059.143536,2088.263349,285.1342211,868.9837252,1449.924321,0.0486,0.0486,0.0486
942,1317.2476,3331.654564,381.5723251,930.4412653,2071.024665,294.6630012,799.3803573,1441.585341,0.041,0.041,0.041
700,1317.2476,4010.834484,302.4466787,930.4412653,2423.68497,253.6875995,799.3803573,1612.179983,0.0364,0.0364,0.0364
1073,2149,3041.583226,424.4048032,1387.993546,1920.406776,316.8439005,1046.828826,1368.725979,0.0536,0.0536,0.0536
596,1055,3041.583226,268.4422686,786.177194,1920.406776,236.0783359,721.3610248,1368.725979,0.0522,0.0522,0.0522
781,1317.2476,3331.654564,328.9308827,930.4412653,2071.024665,267.4025067,799.3803573,1441.585341,0.0543,0.0543,0.0543
1832,1612.69485,4540.813569,672.5716034,1092.968675,2698.87359,445.3576606,887.2766706,1745.298748,0.0416,0.0416,0.0416
949,2234,4533.313569,383.8610835,1434.752586,2694.979258,295.8482401,1072.116544,1743.414918,0.0421,0.0421,0.0421
775.2603249,1802.253388,2946.332139,327.054207,1197.246031,1870.948192,266.4306658,943.6708211,1344.801059,0.079,0.079,0.079
693.749057,1615.376816,3041.583226,300.4028361,1094.444042,1920.406776,252.6291908,888.0745625,1368.725979,0.0967,0.0967,0.0967
866,1496.342367,2946.332139,356.7229486,1028.962435,1870.948192,281.7946932,852.661509,1344.801059,0.0477,0.0477,0.0477
602.3486798,1713,3041.583226,270.5180678,1148.147175,1920.406776,237.1532934,917.1177097,1368.725979,0.0541,0.0541,0.0541
528.5123894,0,3041.583226,246.3761496,0,1920.406776,224.6513443,846.5642113,1368.725979,0.0376,0.0376,0.0376
717,1778,3331.654564,308.0050919,1183.904088,2071.024665,256.5660368,936.4553761,1441.585341,0.0556,0.0556,0.0556
1034.744734,1702.412375,3374.665711,411.8966515,1142.322856,2093.357958,310.3665248,913.967864,1452.388769,0.0713,0.0713,0.0713
696.3927962,1425.57698,3415.475519,301.2672475,990.0339456,2114.548219,253.0768283,831.6086252,1462.63927,0.0645,0.0645,0.0645
1889,1605,3541.206953,691.2086358,1088.735689,2179.83355,455.0088916,884.9874331,1494.220164,0.0561,0.0561,0.0561
1008,1630.636571,3041.583226,403.1520469,1102.83853,1920.406776,305.8381108,892.6143787,1368.725979,0.0515,0.0515,0.0515
897.9216823,1757.059424,1271.097384,367.1602368,1172.384545,830.551082,287.1996674,930.2255011,1368.725979,0.0573,0.0573,0.0573
1148,1730,3541.206953,448.9272143,1157.498983,2179.83355,329.5428887,922.1752532,1494.220164,0.0591,0.0591,0.0591
761,1317.2476,3331.654564,322.391573,930.4412653,2071.024665,264.0161098,799.3803573,1441.585341,0.0494,0.0494,0.0494
1229.605588,1673.896138,3541.206953,475.6094247,1126.635892,2179.83355,343.360334,905.4842104,1494.220164,0.0713,0.0713,0.0713
827,1630.636571,3041.583226,343.9712948,1102.83853,1920.406776,275.1912194,892.6143787,1368.725979,0.0823,0.0823,0.0823
846,1317.2476,4215.334484,350.1836389,930.4412653,2529.87043,278.4082964,799.3803573,1663.54576,0.0443,0.0443,0.0443
855,1475,3541.206953,353.1263283,1017.221863,2179.83355,279.932175,846.3121002,1494.220164,0.0903,0.0903,0.0903
1101,1299.341706,3350.704781,433.5598366,920.5911192,2080.916382,321.5848561,794.053308,1446.370325,0.0383,0.0383,0.0383
