Canada,0.0603,0.0472,0.0603,0.0614,0.1,0.075,1056.220156,1278.471964,2708.996147,3753.044526,535.074285,1159.991161,2373.213387,3240.335063,273.168394,996.9248902,2028.353479,2745.403332,230.5424176,970.4757725,1915.915302,2583.5342,201.7207257,939.4784656,1816.066681,2444.860888,193.2671195,918.1513988,1777.879692,2391.724862,186.2794492,896.0285007,1740.555981,2340.766929
Cape Verde,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Central African Republic,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Chad,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Chile,0.0522,0.0522,0.0656,0.0795,0.1,0.075,888.0529421,1438.433835,2432.606942,3368.067592,485.304329,1229.527473,2249.606731,3068.165852,261.561984,1021.755539,1982.742259,2681.872385,226.0466388,980.9833665,1896.984708,2557.166158,199.9663525,943.9352435,1808.17883,2433.87406,192.5175005,920.0703895,1774.466012,2386.970015,185.9591475,896.8547759,1739.078619,2338.709141
China,0.0436,0.0436,0.0663,0.0692,0.1,0.075,595.9730444,1216.483531,2845.921138,3112.560941,398.8617739,1133.044446,2434.44892,2953.898282,241.4034823,987.3025158,2050.949571,2639.707315,218.238181,966.4038691,1925.293641,2539.665862,196.9192833,937.7513747,1819.974373,2426.582175,191.2155306,917.4077515,1779.570851,2383.814255,185.4028341,895.7083025,1741.287876,2337.3434
Colombia,0.0733,0.0733,0.0733,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Republic of the Congo,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Costa Rica,0.101,0.0746,0.101,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Cote DIvoire,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Croatia,0.0834,0.0593,0.0834,0.0488,0.1,0.075,879.9396116,1293.011307,2695.9753,3734.908051,482.9031469,1166.311495,2367.39021,3232.224077,261.0020256,999.1818114,2026.204709,2742.410354,225.8297372,971.4308346,1915.023472,2582.291987,199.8817117,939.8835535,1815.69508,2444.343292,192.4813347,918.3258208,1777.718872,2391.500858,185.9436944,896.103603,1740.486381,2340.669985
Cuba,0.1334,0.1334,0.1334,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Cyprus,0.0761,0.0761,0.09,0.0488,0.1,0.075,675.6311983,1293.011307,2695.9753,3734.908051,422.4370162,1166.311495,2367.39021,3232.224077,246.9012555,999.1818114,2026.204709,2742.410354,220.3677604,971.4308346,1915.023472,2582.291987,197.7503022,939.8835535,1815.69508,2444.343292,191.5706133,918.3258208,1777.718872,2391.500858,185.554556,896.103603,1740.486381,2340.669985
Czechia,0.0541,0.0675,0.0675,0.0488,0.1,0.075,642.4403009,1293.011307,2695.9753,3734.908051,412.6139986,1166.311495,2367.39021,3232.224077,244.6105167,999.1818114,2026.204709,2742.410354,219.4804357,971.4308346,1915.023472,2582.291987,197.4040443,939.8835535,1815.69508,2444.343292,191.4226622,918.3258208,1777.718872,2391.500858,185.4913385,896.103603,1740.486381,2340.669985
Democratic Republic of the Congo,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Denmark,0.0485,0.0388,0.0388,0.0488,0.1,0.075,685.2196798,1293.011307,2841.832297,3734.908051,425.2747769,1166.311495,2432.620311,3232.224077,247.5630245,999.1818114,2050.274809,2742.410354,220.6240987,971.4308346,1925.013586,2582.291987,197.8503322,939.8835535,1819.857682,2444.343292,191.6133548,918.3258208,1779.52035,2391.500858,185.5728188,896.103603,1741.26602,2340.669985
Djibouti,0.0792,0.0792,0.0792,0.0708,0.1,0.075,560.0890226,1547.478913,2497.711178,3458.749966,388.2417123,1276.929973,2278.722619,3108.720782,238.9268719,1038.682448,1993.486107,2696.837274,217.2788583,988.1463322,1901.443861,2563.377223,196.5449299,946.9734031,1810.036835,2436.462037,191.0555747,921.3785543,1775.270113,2388.090032,185.3344872,897.4180429,1739.426615,2339.193858
Dominican Republic,0.0733,0.0876,0.0876,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
